,Unnamed: 0,service_id,category,subcategory,service_name,description,professional_required,priority_level,priority
257,48,49,INFORMATIQUE ET TECH,INSTALLATION DE SYSTEMES D'IRRIGATION,INSTALLATION DE SYSTEMES D'IRRIGATION,SERVICE DE INSTALLATION DE SYSTEMES D'IRRIGATION PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN INSTALLATION DE SYSTEMES D'IRRIGATION,PRIORITAIRE,NON PRIORITAIRE
258,81,82,INFORMATIQUE ET TECH,INSTALLATION DE SYTEME DE CLIMATISATION,INSTALLATION DE SYTEME DE CLIMATISATION,SERVICE DE INSTALLATION DE SYTEME DE CLIMATISATION PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN INSTALLATION DE SYTEME DE CLIMATISATION,PRIORITAIRE,NON PRIORITAIRE
259,45,46,JARDINAGE ET PISCINE,AMENAGEMENT PAYSAGER,AMENAGEMENT PAYSAGER,SERVICE DE AMENAGEMENT PAYSAGER PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN AMENAGEMENT PAYSAGER,NON PRIORITAIRE,NON PRIORITAIRE
260,49,50,JARDINAGE ET PISCINE,ENTRETIEN PISCINE,ENTRETIEN PISCINE,SERVICE DE ENTRETIEN PISCINE PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN ENTRETIEN PISCINE,NON PRIORITAIRE,NON PRIORITAIRE
261,31,32,JARDINAGE ET PISCINE,JARDINAGE ET PISCINE,JARDINAGE ET PISCINE,SERVICE DE JARDINAGE ET PISCINE PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN JARDINAGE ET PISCINE,NON PRIORITAIRE,NON PRIORITAIRE
262,32,33,JARDINAGE ET PISCINE,JE DELEGUE LES TRAVAUX DE JARDINAGE ET D'AMENAGEMENT PAYSAGER,JE DELEGUE LES TRAVAUX DE JARDINAGE ET D'AMENAGEMENT PAYSAGER,SERVICE DE JE DELEGUE LES TRAVAUX DE JARDINAGE ET D'AMENAGEMENT PAYSAGER PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN JE DELEGUE LES TRAVAUX DE JARDINAGE ET D'AMENAGEMENT PAYSAGER,NON PRIORITAIRE,NON PRIORITAIRE
263,56,57,JARDINAGE ET PISCINE,PISCINISTE (TECHNICIEN DE PISCINE),PISCINISTE (TECHNICIEN DE PISCINE),SERVICE DE PISCINISTE (TECHNICIEN DE PISCINE) PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN PISCINISTE (TECHNICIEN DE PISCINE),NON PRIORITAIRE,NON PRIORITAIRE
264,37,38,JARDINAGE ET PISCINE,TAILLE DE HAIES ET D'ARBUSTES,TAILLE DE HAIES ET D'ARBUSTES,SERVICE DE TAILLE DE HAIES ET D'ARBUSTES PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN TAILLE DE HAIES ET D'ARBUSTES,NON PRIORITAIRE,NON PRIORITAIRE
265,33,34,JARDINAGE ET PISCINE,TONTE DE PELOUSE,TONTE DE PELOUSE,SERVICE DE TONTE DE PELOUSE PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN TONTE DE PELOUSE,NON PRIORITAIRE,NON PRIORITAIRE
266,34,35,JARDINAGE ET PISCINE,TONTE REGULIERE,TONTE REGULIERE,SERVICE DE TONTE REGULIERE PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN TONTE REGULIERE,NON PRIORITAIRE,NON PRIORITAIRE
267,10,11,MENAGE ET NETTOYAGE,DEPOUSSIERAGE APPROFONDI,DEPOUSSIERAGE APPROFONDI,SERVICE DE DEPOUSSIERAGE APPROFONDI PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN DEPOUSSIERAGE APPROFONDI,PRIORITAIRE,NON PRIORITAIRE
268,5,6,MENAGE ET NETTOYAGE,DESINFECTION - DERATISATION,DESINFECTION - DERATISATION,SERVICE DE DESINFECTION - DERATISATION PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN DESINFECTION - DERATISATION,PRIORITAIRE,NON PRIORITAIRE
269,25,26,MENAGE ET NETTOYAGE,ENTREPRISES DE NETTOYAGE PROFESSIONNELS,ENTREPRISES DE NETTOYAGE PROFESSIONNELS,SERVICE DE ENTREPRISES DE NETTOYAGE PROFESSIONNELS PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN ENTREPRISES DE NETTOYAGE PROFESSIONNELS,PRIORITAIRE,PRIORITAIRE
270,1,2,MENAGE ET NETTOYAGE,JE DELEGUE LE MENAGE OU LE NETTOYAGE,JE DELEGUE LE MENAGE OU LE NETTOYAGE,SERVICE DE JE DELEGUE LE MENAGE OU LE NETTOYAGE PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN JE DELEGUE LE MENAGE OU LE NETTOYAGE,PRIORITAIRE,PRIORITAIRE
271,11,12,MENAGE ET NETTOYAGE,LAVAGE DES CARREAUX,LAVAGE DES CARREAUX,SERVICE DE LAVAGE DES CARREAUX PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN LAVAGE DES CARREAUX,PRIORITAIRE,NON PRIORITAIRE
272,15,16,MENAGE ET NETTOYAGE,LAVAGE A LA MACHINE REPASSAGE,LAVAGE A LA MACHINE REPASSAGE,SERVICE DE LAVAGE À LA MACHINE REPASSAGE PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN LAVAGE À LA MACHINE REPASSAGE,PRIORITAIRE,PRIORITAIRE
273,14,15,MENAGE ET NETTOYAGE,LAVAGE A LA MAIN,LAVAGE A LA MAIN,SERVICE DE LAVAGE À LA MAIN PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN LAVAGE À LA MAIN,PRIORITAIRE,NON PRIORITAIRE
274,0,1,MENAGE ET NETTOYAGE,MENAGE ET NETTOYAGE,MENAGE ET NETTOYAGE,SERVICE DE MENAGE ET NETTOYAGE PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN MENAGE ET NETTOYAGE,PRIORITAIRE,PRIORITAIRE
275,7,8,MENAGE ET NETTOYAGE,NETTOYAGE APRES TRAVAUX,NETTOYAGE APRES TRAVAUX,SERVICE DE NETTOYAGE APRES TRAVAUX PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN NETTOYAGE APRES TRAVAUX,PRIORITAIRE,PRIORITAIRE
276,19,20,MENAGE ET NETTOYAGE,NETTOYAGE DE MIROIRS,NETTOYAGE DE MIROIRS,SERVICE DE NETTOYAGE DE MIROIRS PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN NETTOYAGE DE MIROIRS,PRIORITAIRE,PRIORITAIRE
277,17,18,MENAGE ET NETTOYAGE,NETTOYAGE DE VITRES,NETTOYAGE DE VITRES,SERVICE DE NETTOYAGE DE VITRES PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN NETTOYAGE DE VITRES,PRIORITAIRE,PRIORITAIRE
278,6,7,MENAGE ET NETTOYAGE,NETTOYAGE DES APPAREILS ELECTROMENAGERS,NETTOYAGE DES APPAREILS ELECTROMENAGERS,SERVICE DE NETTOYAGE DES APPAREILS ELECTROMENAGERS PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN NETTOYAGE DES APPAREILS ELECTROMENAGERS,PRIORITAIRE,PRIORITAIRE
279,12,13,MENAGE ET NETTOYAGE,NETTOYAGE DES FENETRES ET CADRES,NETTOYAGE DES FENETRES ET CADRES,SERVICE DE NETTOYAGE DES FENÊTRES ET CADRES PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN NETTOYAGE DES FENÊTRES ET CADRES,PRIORITAIRE,PRIORITAIRE
280,4,5,MENAGE ET NETTOYAGE,NETTOYAGE DES SOLS ET TAPIS,NETTOYAGE DES SOLS ET TAPIS,SERVICE DE NETTOYAGE DES SOLS ET TAPIS PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN NETTOYAGE DES SOLS ET TAPIS,PRIORITAIRE,PRIORITAIRE
281,9,10,MENAGE ET NETTOYAGE,NETTOYAGE DES TRACES DE PEINTURE,NETTOYAGE DES TRACES DE PEINTURE,SERVICE DE NETTOYAGE DES TRACES DE PEINTURE PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN NETTOYAGE DES TRACES DE PEINTURE,PRIORITAIRE,PRIORITAIRE
282,18,19,MENAGE ET NETTOYAGE,NETTOYAGE INTERIEUR ET EXTERIEUR DES FENETRES,NETTOYAGE INTERIEUR ET EXTERIEUR DES FENETRES,SERVICE DE NETTOYAGE INTERIEUR ET EXTERIEUR DES FENÊTRES PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN NETTOYAGE INTERIEUR ET EXTERIEUR DES FENÊTRES,PRIORITAIRE,PRIORITAIRE
283,2,3,MENAGE ET NETTOYAGE,NETTOYAGE REGULIER OU DE SAISON,NETTOYAGE REGULIER OU DE SAISON,SERVICE DE NETTOYAGE REGULIER OU DE SAISON PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN NETTOYAGE REGULIER OU DE SAISON,PRIORITAIRE,PRIORITAIRE
284,13,14,MENAGE ET NETTOYAGE,REPASSAGE ET LAVAGE DE LINGE,REPASSAGE ET LAVAGE DE LINGE,SERVICE DE REPASSAGE ET LAVAGE DE LINGE PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN REPASSAGE ET LAVAGE DE LINGE,PRIORITAIRE,PRIORITAIRE
285,22,23,MENAGE ET NETTOYAGE,NETTOYAGE GENERAL,NETTOYAGE GENERAL,SERVICE DE NETTOYAGE GENERAL PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN NETTOYAGE GENERAL,PRIORITAIRE,PRIORITAIRE
286,203,204,TRANSPORT ET ACCOMPAGNEMENT,ACCOMPAGNEMENT POUR LES RDV,ACCOMPAGNEMENT POUR LES RDV,SERVICE DE ACCOMPAGNEMENT POUR LES RDV PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN ACCOMPAGNEMENT POUR LES RDV,PRIORITAIRE,NON PRIORITAIRE
287,134,135,TRANSPORT ET ACCOMPAGNEMENT,ACCOMPAGNEMENT POUR LES COURSES,ACCOMPAGNEMENT POUR LES COURSES,SERVICE DE ACCOMPAGNEMENT POUR LES COURSES PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN ACCOMPAGNEMENT POUR LES COURSES,PRIORITAIRE,NON PRIORITAIRE
289,200,201,TRANSPORT ET ACCOMPAGNEMENT,ACCOMPAGNEMENT POUR LES RENDEZ-VOUS MEDICAUX,ACCOMPAGNEMENT POUR LES RENDEZ-VOUS MEDICAUX,SERVICE DE ACCOMPAGNEMENT POUR LES RENDEZ-VOUS MEDICAUX PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN ACCOMPAGNEMENT POUR LES RENDEZ-VOUS MEDICAUX,PRIORITAIRE,NON PRIORITAIRE
290,206,207,TRANSPORT ET ACCOMPAGNEMENT,ACCOMPAGNEMENT POUR LOISIRS ET SORTIE,ACCOMPAGNEMENT POUR LOISIRS ET SORTIE,SERVICE DE ACCOMPAGNEMENT POUR LOISIRS ET SORTIE PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN ACCOMPAGNEMENT POUR LOISIRS ET SORTIE,PRIORITAIRE,NON PRIORITAIRE
291,207,208,TRANSPORT ET ACCOMPAGNEMENT,CHAUFFEUR PRIVE,CHAUFFEUR PRIVE,SERVICE DE CHAUFFEUR PRIVE PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN CHAUFFEUR PRIVE,PRIORITAIRE,NON PRIORITAIRE
292,197,198,TRANSPORT ET ACCOMPAGNEMENT,TRANSPORT ET ACCOMPAGNEMENT,TRANSPORT ET ACCOMPAGNEMENT,SERVICE DE TRANSPORT ET ACCOMPAGNEMENT PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN TRANSPORT ET ACCOMPAGNEMENT,PRIORITAIRE,PRIORITAIRE
293,260,261,TRANSPORT ET ACCOMPAGNEMENT,TRANSPORT DE MEUBLES,TRANSPORT DE MEUBLES,SERVICE DE TRANSPORT DE MEUBLES PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN TRANSPORT DE MEUBLES,PRIORITAIRE,PRIORITAIRE
294,261,262,TRANSPORT ET ACCOMPAGNEMENT,TRANSPORT DE MEUBLES LOURDS OU ENCOMBRANTS,TRANSPORT DE MEUBLES LOURDS OU ENCOMBRANTS,SERVICE DE TRANSPORT DE MEUBLES LOURDS OU ENCOMBRANTS PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN TRANSPORT DE MEUBLES LOURDS OU ENCOMBRANTS,PRIORITAIRE,PRIORITAIRE
295,201,202,TRANSPORT ET ACCOMPAGNEMENT,TRANSPORT POUR DES TRAITEMENTS REGULIERS,TRANSPORT POUR DES TRAITEMENTS REGULIERS,SERVICE DE TRANSPORT POUR DES TRAITEMENTS REGULIERS PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN TRANSPORT POUR DES TRAITEMENTS REGULIERS,PRIORITAIRE,PRIORITAIRE
296,209,210,TRANSPORT ET ACCOMPAGNEMENT,TRANSPORT POUR EVENEMENTS SPECIAUX,TRANSPORT POUR EVENEMENTS SPECIAUX,SERVICE DE TRANSPORT POUR EVENEMENTS SPECIAUX PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN TRANSPORT POUR EVENEMENTS SPECIAUX,PRIORITAIRE,PRIORITAIRE
297,262,263,TRANSPORT ET ACCOMPAGNEMENT,TRANSPORT VERS DES SITES DE STOCKAGE,TRANSPORT VERS DES SITES DE STOCKAGE,SERVICE DE TRANSPORT VERS DES SITES DE STOCKAGE PROPOSE À DOMICILE OU SUR SITE SELON LES BESOINS DU CLIENT.,PROFESSIONNEL SPECIALISE EN TRANSPORT VERS DES SITES DE STOCKAGE,PRIORITAIRE,PRIORITAIRE
